town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
CLEMENTI,345,CLEMENTI AVE 5,New Generation,1979,3 ROOM,04 TO 06
CLEMENTI,309,CLEMENTI AVE 4,New Generation,1980,3 ROOM,01 TO 03
CLEMENTI,363,CLEMENTI AVE 2,New Generation,1978,3 ROOM,10 TO 12
CLEMENTI,109,CLEMENTI ST 11,New Generation,1984,3 ROOM,04 TO 06
CLEMENTI,731,CLEMENTI WEST ST 2,New Generation,1980,4 ROOM,10 TO 12
CLEMENTI,714,CLEMENTI WEST ST 2,New Generation,1980,4 ROOM,07 TO 09
CLEMENTI,411,C'WEALTH AVE WEST,New Generation,1978,4 ROOM,07 TO 09
CLEMENTI,305,CLEMENTI AVE 4,New Generation,1979,4 ROOM,01 TO 03
CLEMENTI,349,CLEMENTI AVE 2,New Generation,1978,4 ROOM,10 TO 12
CLEMENTI,205,CLEMENTI AVE 6,New Generation,1984,4 ROOM,10 TO 12
CLEMENTI,413,C'WEALTH AVE WEST,Improved,1978,5 ROOM,01 TO 03
CLEMENTI,337,CLEMENTI AVE 2,Improved,1978,5 ROOM,07 TO 09
CLEMENTI,425,CLEMENTI AVE 1,Improved,2013,5 ROOM,40 TO 42
CLEMENTI,206,CLEMENTI AVE 6,Maisonette,1985,EXECUTIVE,01 TO 03
GEYLANG,70,CIRCUIT RD,Standard,1969,3 ROOM,07 TO 09
GEYLANG,23,BALAM RD,Standard,1967,3 ROOM,10 TO 12
GEYLANG,45,SIMS DR,Improved,1977,3 ROOM,10 TO 12
GEYLANG,317,UBI AVE 1,Simplified,1985,3 ROOM,01 TO 03
GEYLANG,1,HAIG RD,Improved,1982,3 ROOM,07 TO 09
GEYLANG,1,HAIG RD,Improved,1982,3 ROOM,13 TO 15
GEYLANG,32,EUNOS CRES,Model A,2007,3 ROOM,10 TO 12
GEYLANG,349,UBI AVE 1,Simplified,1986,4 ROOM,04 TO 06
GEYLANG,44,SIMS DR,Improved,1975,4 ROOM,16 TO 18
GEYLANG,349,UBI AVE 1,Model A,1986,4 ROOM,10 TO 12
GEYLANG,3,PINE CL,Model A,2000,4 ROOM,01 TO 03
GEYLANG,56,CASSIA CRES,Model A,1998,4 ROOM,04 TO 06
GEYLANG,50,SIMS DR,Standard,1977,5 ROOM,10 TO 12
GEYLANG,13,EUNOS CRES,Standard,1977,5 ROOM,04 TO 06
GEYLANG,123,PAYA LEBAR WAY,Improved,1980,5 ROOM,13 TO 15
GEYLANG,128,GEYLANG EAST AVE 1,Model A,1983,5 ROOM,13 TO 15
GEYLANG,43,JLN TIGA,Improved,2005,5 ROOM,07 TO 09
GEYLANG,53,PIPIT RD,Maisonette,1986,EXECUTIVE,01 TO 03
GEYLANG,53,PIPIT RD,Maisonette,1986,EXECUTIVE,04 TO 06
HOUGANG,112,HOUGANG AVE 1,New Generation,1981,3 ROOM,07 TO 09
HOUGANG,684,HOUGANG AVE 8,Simplified,1989,3 ROOM,04 TO 06
HOUGANG,125,HOUGANG AVE 1,New Generation,1981,3 ROOM,01 TO 03
HOUGANG,674,HOUGANG AVE 8,Simplified,1987,3 ROOM,10 TO 12
HOUGANG,619,HOUGANG AVE 8,Improved,1985,3 ROOM,10 TO 12
HOUGANG,20,HOUGANG AVE 3,New Generation,1978,3 ROOM,10 TO 12
HOUGANG,520,HOUGANG AVE 6,Simplified,1987,3 ROOM,04 TO 06
HOUGANG,113,HOUGANG AVE 1,New Generation,1982,3 ROOM,10 TO 12
HOUGANG,174B,HOUGANG AVE 1,Model A,2014,3 ROOM,07 TO 09
HOUGANG,174B,HOUGANG AVE 1,Model A,2014,3 ROOM,13 TO 15
HOUGANG,471B,UPP SERANGOON CRES,Model A,2015,3 ROOM,13 TO 15
HOUGANG,706,HOUGANG AVE 2,New Generation,1985,4 ROOM,01 TO 03
HOUGANG,686,HOUGANG ST 61,Simplified,1987,4 ROOM,04 TO 06
HOUGANG,352,HOUGANG AVE 7,New Generation,1986,4 ROOM,01 TO 03
HOUGANG,307,HOUGANG AVE 5,New Generation,1983,4 ROOM,01 TO 03
HOUGANG,614,HOUGANG AVE 8,Simplified,1986,4 ROOM,01 TO 03
HOUGANG,682,HOUGANG AVE 4,Simplified,1989,4 ROOM,01 TO 03
HOUGANG,122,HOUGANG AVE 1,New Generation,1983,4 ROOM,01 TO 03
HOUGANG,567,HOUGANG ST 51,Model A,1997,4 ROOM,01 TO 03
HOUGANG,604,HOUGANG AVE 4,Model A,1985,4 ROOM,01 TO 03
HOUGANG,527,HOUGANG AVE 6,Simplified,1987,4 ROOM,07 TO 09
HOUGANG,557,HOUGANG ST 51,Model A,1992,4 ROOM,01 TO 03
HOUGANG,569,HOUGANG ST 51,Model A,1997,4 ROOM,07 TO 09
HOUGANG,703,HOUGANG AVE 2,New Generation,1986,4 ROOM,07 TO 09
HOUGANG,688,HOUGANG ST 61,Model A,1987,4 ROOM,10 TO 12
HOUGANG,616,HOUGANG AVE 8,Model A,1986,4 ROOM,10 TO 12
HOUGANG,912,HOUGANG ST 91,Model A,1997,4 ROOM,07 TO 09
HOUGANG,601,HOUGANG AVE 4,Model A,1986,4 ROOM,01 TO 03
HOUGANG,326,HOUGANG AVE 7,Model A,1983,4 ROOM,10 TO 12
HOUGANG,241,HOUGANG ST 22,Model A,1985,4 ROOM,01 TO 03
HOUGANG,547,HOUGANG ST 51,Model A,1992,4 ROOM,07 TO 09
HOUGANG,572,HOUGANG ST 51,Model A,1997,4 ROOM,10 TO 12
HOUGANG,103,HOUGANG AVE 1,Model A,1983,4 ROOM,10 TO 12
HOUGANG,648,HOUGANG AVE 8,Model A,1987,4 ROOM,07 TO 09
HOUGANG,414,HOUGANG AVE 10,New Generation,1986,4 ROOM,10 TO 12
HOUGANG,456,HOUGANG AVE 10,Model A,1992,4 ROOM,07 TO 09
HOUGANG,470B,UPP SERANGOON CRES,Model A,2015,4 ROOM,16 TO 18
HOUGANG,470C,UPP SERANGOON CRES,Model A,2015,4 ROOM,13 TO 15
HOUGANG,837,HOUGANG CTRL,Model A,1997,4 ROOM,07 TO 09
HOUGANG,471B,UPP SERANGOON CRES,Model A,2015,4 ROOM,16 TO 18
HOUGANG,973,HOUGANG ST 91,Improved,1999,5 ROOM,04 TO 06
HOUGANG,981B,BUANGKOK CRES,Improved,2003,5 ROOM,16 TO 18
HOUGANG,573,HOUGANG ST 51,Improved,1997,5 ROOM,07 TO 09
HOUGANG,567,HOUGANG ST 51,Improved,1997,5 ROOM,04 TO 06
HOUGANG,923,HOUGANG AVE 9,Improved,1998,5 ROOM,10 TO 12
HOUGANG,103,HOUGANG AVE 1,Model A,1983,5 ROOM,01 TO 03
HOUGANG,955,HOUGANG AVE 9,Improved,1999,5 ROOM,13 TO 15
HOUGANG,944,HOUGANG ST 92,Improved,1998,5 ROOM,13 TO 15
HOUGANG,408,HOUGANG AVE 10,Improved,1986,5 ROOM,04 TO 06
HOUGANG,471B,UPP SERANGOON CRES,Improved,2015,5 ROOM,01 TO 03
HOUGANG,371,HOUGANG ST 31,Improved,1999,5 ROOM,04 TO 06
HOUGANG,238,HOUGANG AVE 1,Model A-Maisonette,1984,5 ROOM,04 TO 06
HOUGANG,231,HOUGANG ST 21,Model A-Maisonette,1984,5 ROOM,01 TO 03
HOUGANG,959,HOUGANG ST 91,Apartment,1999,EXECUTIVE,13 TO 15
HOUGANG,579,HOUGANG AVE 4,Apartment,1997,EXECUTIVE,10 TO 12
HOUGANG,833,HOUGANG CTRL,Maisonette,1992,EXECUTIVE,10 TO 12
JURONG EAST,235,JURONG EAST ST 21,New Generation,1982,3 ROOM,01 TO 03
JURONG EAST,110,JURONG EAST ST 13,New Generation,1982,3 ROOM,10 TO 12
JURONG EAST,48,TEBAN GDNS RD,New Generation,1985,4 ROOM,07 TO 09
JURONG EAST,330,JURONG EAST AVE 1,Model A,1983,4 ROOM,04 TO 06
JURONG EAST,339,JURONG EAST AVE 1,Model A,1983,4 ROOM,10 TO 12
JURONG EAST,283,TOH GUAN RD,Model A2,1998,4 ROOM,16 TO 18
JURONG EAST,284,TOH GUAN RD,Model A,1998,4 ROOM,07 TO 09
JURONG EAST,404,PANDAN GDNS,Standard,1979,5 ROOM,01 TO 03
JURONG EAST,403,PANDAN GDNS,Standard,1979,5 ROOM,01 TO 03
JURONG EAST,260,JURONG EAST ST 24,Improved,1983,5 ROOM,04 TO 06
JURONG EAST,316,JURONG EAST ST 32,Model A,1984,5 ROOM,01 TO 03
JURONG EAST,64,TEBAN GDNS RD,Improved,2003,5 ROOM,22 TO 24
JURONG EAST,340,JURONG EAST AVE 1,Model A-Maisonette,1984,5 ROOM,04 TO 06
JURONG EAST,267,TOH GUAN RD,Improved,1998,5 ROOM,01 TO 03
JURONG EAST,271,TOH GUAN RD,Improved,1999,5 ROOM,16 TO 18
JURONG EAST,278,TOH GUAN RD,Improved,1998,5 ROOM,07 TO 09
JURONG EAST,22,TEBAN GDNS RD,Improved,2013,5 ROOM,31 TO 33
JURONG EAST,288C,JURONG EAST ST 21,Maisonette,2000,EXECUTIVE,01 TO 03
JURONG WEST,459,JURONG WEST ST 41,Model A,1984,3 ROOM,01 TO 03
JURONG WEST,477,JURONG WEST ST 41,Model A,1984,3 ROOM,10 TO 12
JURONG WEST,457,JURONG WEST ST 41,Model A,1984,3 ROOM,10 TO 12
JURONG WEST,511,JURONG WEST ST 52,Model A,1984,3 ROOM,07 TO 09
JURONG WEST,518,JURONG WEST ST 52,Model A,1984,3 ROOM,10 TO 12
JURONG WEST,181A,BOON LAY DR,Model A,2014,3 ROOM,13 TO 15
JURONG WEST,337B,TAH CHING RD,Model A,2010,3 ROOM,16 TO 18
JURONG WEST,339C,KANG CHING RD,Model A,2012,3 ROOM,13 TO 15
JURONG WEST,904,JURONG WEST ST 91,Model A,1988,4 ROOM,01 TO 03
JURONG WEST,273A,JURONG WEST AVE 3,Model A,2001,4 ROOM,04 TO 06
JURONG WEST,445,JURONG WEST ST 42,Model A,1985,4 ROOM,04 TO 06
JURONG WEST,926,JURONG WEST ST 92,Model A,1989,4 ROOM,04 TO 06
JURONG WEST,822,JURONG WEST ST 81,Model A,1993,4 ROOM,01 TO 03
JURONG WEST,457,JURONG WEST ST 41,Model A,1984,4 ROOM,01 TO 03
JURONG WEST,920,JURONG WEST ST 92,Model A,1989,4 ROOM,10 TO 12
JURONG WEST,965,JURONG WEST ST 93,Model A,1989,4 ROOM,01 TO 03
JURONG WEST,550,JURONG WEST ST 42,Model A,1985,4 ROOM,07 TO 09
JURONG WEST,553,JURONG WEST ST 42,Model A,1985,4 ROOM,10 TO 12
JURONG WEST,765,JURONG WEST ST 74,Model A,1996,4 ROOM,01 TO 03
JURONG WEST,272A,JURONG WEST ST 24,Premium Apartment,2003,4 ROOM,13 TO 15
JURONG WEST,462,JURONG WEST ST 41,Model A,1984,4 ROOM,10 TO 12
JURONG WEST,856,JURONG WEST ST 81,Model A,1996,4 ROOM,01 TO 03
JURONG WEST,268A,BOON LAY DR,Model A,2002,4 ROOM,16 TO 18
JURONG WEST,271A,JURONG WEST ST 24,Premium Apartment,2003,4 ROOM,13 TO 15
JURONG WEST,153,YUNG HO RD,Model A,1990,4 ROOM,07 TO 09
JURONG WEST,520,JURONG WEST ST 52,Model A,1984,4 ROOM,01 TO 03
JURONG WEST,456,JURONG WEST ST 41,New Generation,1985,4 ROOM,07 TO 09
JURONG WEST,677A,JURONG WEST ST 64,Premium Apartment,2008,4 ROOM,16 TO 18
JURONG WEST,674A,JURONG WEST ST 65,Model A,2002,4 ROOM,10 TO 12
JURONG WEST,676A,JURONG WEST ST 64,Premium Apartment,2008,4 ROOM,01 TO 03
JURONG WEST,353,KANG CHING RD,Model A,1997,4 ROOM,04 TO 06
JURONG WEST,634,JURONG WEST ST 65,Model A,2001,4 ROOM,07 TO 09
JURONG WEST,619,JURONG WEST ST 65,Model A,2000,4 ROOM,13 TO 15
JURONG WEST,611,JURONG WEST ST 65,Premium Apartment,2001,4 ROOM,07 TO 09
JURONG WEST,513,JURONG WEST ST 52,Model A,1984,4 ROOM,01 TO 03
JURONG WEST,183B,BOON LAY AVE,Model A,2015,4 ROOM,10 TO 12
JURONG WEST,196A,BOON LAY DR,Model A,2015,4 ROOM,04 TO 06
JURONG WEST,196B,BOON LAY DR,Model A,2015,4 ROOM,07 TO 09
JURONG WEST,196B,BOON LAY DR,Model A,2015,4 ROOM,10 TO 12
JURONG WEST,197B,BOON LAY DR,Model A,2015,4 ROOM,13 TO 15
JURONG WEST,196A,BOON LAY DR,Model A,2015,4 ROOM,16 TO 18
JURONG WEST,197D,BOON LAY DR,Model A,2015,4 ROOM,13 TO 15
JURONG WEST,272B,JURONG WEST ST 24,Premium Apartment,2003,5 ROOM,04 TO 06
JURONG WEST,268A,BOON LAY DR,Improved,2002,5 ROOM,01 TO 03
JURONG WEST,273A,JURONG WEST AVE 3,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,826,JURONG WEST ST 81,Improved,1990,5 ROOM,04 TO 06
JURONG WEST,821,JURONG WEST ST 81,Improved,1990,5 ROOM,10 TO 12
JURONG WEST,815,JURONG WEST ST 81,Improved,1990,5 ROOM,07 TO 09
JURONG WEST,913,JURONG WEST ST 91,Improved,1988,5 ROOM,10 TO 12
JURONG WEST,747,JURONG WEST ST 73,Improved,1993,5 ROOM,04 TO 06
JURONG WEST,746,JURONG WEST ST 73,Improved,1990,5 ROOM,04 TO 06
JURONG WEST,947,JURONG WEST ST 91,Improved,1989,5 ROOM,04 TO 06
JURONG WEST,402,JURONG WEST ST 42,Model A,1984,5 ROOM,10 TO 12
JURONG WEST,539,JURONG WEST AVE 1,Model A,1984,5 ROOM,04 TO 06
JURONG WEST,675B,JURONG WEST ST 64,Premium Apartment,2008,5 ROOM,07 TO 09
JURONG WEST,673B,JURONG WEST ST 65,Improved,2002,5 ROOM,13 TO 15
JURONG WEST,646,JURONG WEST ST 61,Improved,1998,5 ROOM,04 TO 06
JURONG WEST,653C,JURONG WEST ST 61,Improved,2002,5 ROOM,16 TO 18
JURONG WEST,180,YUNG SHENG RD,Improved,2001,5 ROOM,13 TO 15
JURONG WEST,183C,BOON LAY AVE,Improved,2015,5 ROOM,01 TO 03
JURONG WEST,158,YUNG LOH RD,Improved,1996,5 ROOM,10 TO 12
JURONG WEST,547,JURONG WEST ST 42,Model A-Maisonette,1984,5 ROOM,01 TO 03
JURONG WEST,652C,JURONG WEST ST 61,Improved,2002,5 ROOM,16 TO 18
JURONG WEST,648D,JURONG WEST ST 61,Improved,2001,5 ROOM,13 TO 15
JURONG WEST,663C,JURONG WEST ST 65,Improved,2000,5 ROOM,07 TO 09
JURONG WEST,686A,JURONG WEST CTRL 1,Premium Apartment,2000,5 ROOM,07 TO 09
JURONG WEST,197D,BOON LAY DR,Improved,2015,5 ROOM,13 TO 15
JURONG WEST,517A,JURONG WEST ST 52,Improved,2000,5 ROOM,10 TO 12
JURONG WEST,831,JURONG WEST ST 81,Apartment,1993,EXECUTIVE,01 TO 03
JURONG WEST,671B,JURONG WEST ST 65,Apartment,2002,EXECUTIVE,01 TO 03
JURONG WEST,695,JURONG WEST CTRL 1,Premium Apartment,1998,EXECUTIVE,10 TO 12
JURONG WEST,862,JURONG WEST ST 81,Apartment,1996,EXECUTIVE,10 TO 12
JURONG WEST,693,JURONG WEST CTRL 1,Premium Apartment,1998,EXECUTIVE,01 TO 03
JURONG WEST,679A,JURONG WEST CTRL 1,Premium Apartment,2000,EXECUTIVE,04 TO 06
JURONG WEST,470,JURONG WEST ST 41,Maisonette,1985,EXECUTIVE,01 TO 03
JURONG WEST,630,JURONG WEST ST 65,Apartment,2001,EXECUTIVE,16 TO 18
JURONG WEST,666A,JURONG WEST ST 65,Apartment,2000,EXECUTIVE,13 TO 15
JURONG WEST,681A,JURONG WEST CTRL 1,Premium Apartment,2000,EXECUTIVE,13 TO 15
JURONG WEST,679A,JURONG WEST CTRL 1,Premium Apartment,2000,EXECUTIVE,16 TO 18
JURONG WEST,472,JURONG WEST ST 41,Maisonette,1985,EXECUTIVE,10 TO 12
KALLANG/WHAMPOA,47,BENDEMEER RD,Improved,1974,3 ROOM,10 TO 12
KALLANG/WHAMPOA,72,GEYLANG BAHRU,Improved,1974,3 ROOM,13 TO 15
KALLANG/WHAMPOA,44,BENDEMEER RD,Standard,1981,3 ROOM,10 TO 12
KALLANG/WHAMPOA,44,OWEN RD,New Generation,1979,3 ROOM,07 TO 09
KALLANG/WHAMPOA,38D,BENDEMEER RD,Model A,2012,3 ROOM,22 TO 24
KALLANG/WHAMPOA,43,JLN BAHAGIA,Terrace,1972,3 ROOM,01 TO 03
KALLANG/WHAMPOA,100,WHAMPOA DR,Improved,1974,4 ROOM,01 TO 03
KALLANG/WHAMPOA,10,ST. GEORGE'S RD,Model A,1985,4 ROOM,01 TO 03
KALLANG/WHAMPOA,111,MCNAIR RD,Simplified,1987,4 ROOM,07 TO 09
KALLANG/WHAMPOA,123,MCNAIR RD,Simplified,1987,4 ROOM,10 TO 12
KALLANG/WHAMPOA,15,FARRER PK RD,Model A,2004,4 ROOM,16 TO 18
KALLANG/WHAMPOA,59A,GEYLANG BAHRU,Model A,1998,4 ROOM,04 TO 06
KALLANG/WHAMPOA,59B,GEYLANG BAHRU,Model A,1998,4 ROOM,07 TO 09
KALLANG/WHAMPOA,11,FARRER PK RD,Model A,2004,4 ROOM,19 TO 21
KALLANG/WHAMPOA,38B,BENDEMEER RD,Model A,2012,4 ROOM,13 TO 15
KALLANG/WHAMPOA,7,BOON KENG RD,DBSS,2011,4 ROOM,25 TO 27
KALLANG/WHAMPOA,55,GEYLANG BAHRU,Standard,1974,5 ROOM,25 TO 27
KALLANG/WHAMPOA,112,WHAMPOA RD,Improved,1994,5 ROOM,13 TO 15
KALLANG/WHAMPOA,108,MCNAIR RD,Improved,1987,5 ROOM,07 TO 09
KALLANG/WHAMPOA,60,GEYLANG BAHRU,Improved,1999,5 ROOM,16 TO 18
KALLANG/WHAMPOA,4C,ST. GEORGE'S LANE,Improved,1996,5 ROOM,10 TO 12
KALLANG/WHAMPOA,48,BENDEMEER RD,Apartment,1994,EXECUTIVE,04 TO 06
MARINE PARADE,35,MARINE CRES,Improved,1975,3 ROOM,07 TO 09
MARINE PARADE,8,MARINE TER,Improved,1975,3 ROOM,01 TO 03
