town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
YISHUN,759,YISHUN ST 72,Model A,1985,4 ROOM,07 TO 09
YISHUN,442,YISHUN AVE 11,Model A,2012,4 ROOM,13 TO 15
YISHUN,775,YISHUN RING RD,Improved,1986,5 ROOM,10 TO 12
YISHUN,620,YISHUN RING RD,Improved,1987,5 ROOM,10 TO 12
YISHUN,805,YISHUN RING RD,Improved,1987,5 ROOM,13 TO 15
YISHUN,359,YISHUN RING RD,Apartment,1988,EXECUTIVE,07 TO 09
YISHUN,356,YISHUN RING RD,Maisonette,1988,EXECUTIVE,04 TO 06
ANG MO KIO,417,ANG MO KIO AVE 10,New Generation,1979,3 ROOM,01 TO 03
ANG MO KIO,212,ANG MO KIO AVE 3,New Generation,1977,3 ROOM,04 TO 06
ANG MO KIO,611,ANG MO KIO AVE 5,New Generation,1980,3 ROOM,01 TO 03
ANG MO KIO,604,ANG MO KIO AVE 5,New Generation,1980,3 ROOM,01 TO 03
ANG MO KIO,578,ANG MO KIO AVE 10,New Generation,1980,3 ROOM,01 TO 03
ANG MO KIO,156,ANG MO KIO AVE 4,New Generation,1981,3 ROOM,07 TO 09
ANG MO KIO,208,ANG MO KIO AVE 1,New Generation,1976,3 ROOM,01 TO 03
ANG MO KIO,471,ANG MO KIO AVE 10,New Generation,1979,3 ROOM,01 TO 03
ANG MO KIO,558,ANG MO KIO AVE 10,New Generation,1980,3 ROOM,07 TO 09
ANG MO KIO,302,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,01 TO 03
ANG MO KIO,577,ANG MO KIO AVE 10,New Generation,1980,3 ROOM,04 TO 06
ANG MO KIO,110,ANG MO KIO AVE 4,New Generation,1978,3 ROOM,10 TO 12
ANG MO KIO,108,ANG MO KIO AVE 4,New Generation,1978,3 ROOM,10 TO 12
ANG MO KIO,421,ANG MO KIO AVE 10,New Generation,1979,3 ROOM,04 TO 06
ANG MO KIO,637,ANG MO KIO AVE 6,New Generation,1980,3 ROOM,10 TO 12
ANG MO KIO,541,ANG MO KIO AVE 10,New Generation,1981,3 ROOM,07 TO 09
ANG MO KIO,333,ANG MO KIO AVE 1,New Generation,1981,3 ROOM,04 TO 06
ANG MO KIO,151,ANG MO KIO AVE 5,New Generation,1981,3 ROOM,10 TO 12
ANG MO KIO,456,ANG MO KIO AVE 10,New Generation,1980,3 ROOM,07 TO 09
ANG MO KIO,611,ANG MO KIO AVE 5,New Generation,1980,3 ROOM,10 TO 12
ANG MO KIO,301,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,04 TO 06
ANG MO KIO,461,ANG MO KIO AVE 10,New Generation,1980,3 ROOM,04 TO 06
ANG MO KIO,345,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,07 TO 09
ANG MO KIO,313,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,04 TO 06
ANG MO KIO,604,ANG MO KIO AVE 5,New Generation,1980,3 ROOM,10 TO 12
ANG MO KIO,602,ANG MO KIO AVE 5,New Generation,1980,3 ROOM,07 TO 09
ANG MO KIO,585,ANG MO KIO AVE 3,New Generation,1979,3 ROOM,04 TO 06
ANG MO KIO,505,ANG MO KIO AVE 8,New Generation,1980,3 ROOM,07 TO 09
ANG MO KIO,346,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,01 TO 03
ANG MO KIO,328,ANG MO KIO AVE 3,New Generation,1978,3 ROOM,07 TO 09
ANG MO KIO,308A,ANG MO KIO AVE 1,Model A,2012,3 ROOM,25 TO 27
ANG MO KIO,202,ANG MO KIO AVE 3,New Generation,1977,4 ROOM,04 TO 06
ANG MO KIO,603,ANG MO KIO AVE 5,New Generation,1980,4 ROOM,01 TO 03
ANG MO KIO,130,ANG MO KIO AVE 3,New Generation,1979,4 ROOM,04 TO 06
ANG MO KIO,301,ANG MO KIO AVE 3,New Generation,1978,4 ROOM,07 TO 09
ANG MO KIO,234,ANG MO KIO AVE 3,Model A,1993,4 ROOM,07 TO 09
ANG MO KIO,438,ANG MO KIO AVE 10,New Generation,1979,4 ROOM,04 TO 06
ANG MO KIO,329,ANG MO KIO AVE 3,New Generation,1978,4 ROOM,01 TO 03
ANG MO KIO,335,ANG MO KIO AVE 1,New Generation,1982,4 ROOM,13 TO 15
ANG MO KIO,303,ANG MO KIO AVE 1,New Generation,1977,4 ROOM,07 TO 09
ANG MO KIO,418,ANG MO KIO AVE 10,New Generation,1979,4 ROOM,01 TO 03
ANG MO KIO,316A,ANG MO KIO ST 31,Model A,2006,4 ROOM,28 TO 30
ANG MO KIO,354,ANG MO KIO ST 32,Model A,2001,4 ROOM,28 TO 30
ANG MO KIO,315A,ANG MO KIO ST 31,Model A,2006,4 ROOM,13 TO 15
ANG MO KIO,588D,ANG MO KIO ST 52,DBSS,2011,4 ROOM,16 TO 18
ANG MO KIO,132,ANG MO KIO AVE 3,Standard,1979,5 ROOM,07 TO 09
ANG MO KIO,460,ANG MO KIO AVE 10,Improved,1980,5 ROOM,13 TO 15
ANG MO KIO,306,ANG MO KIO AVE 1,Standard,1977,5 ROOM,16 TO 18
ANG MO KIO,430,ANG MO KIO AVE 3,Improved,1979,5 ROOM,22 TO 24
ANG MO KIO,354,ANG MO KIO ST 32,Improved,2001,5 ROOM,22 TO 24
ANG MO KIO,596A,ANG MO KIO ST 52,Improved,2002,5 ROOM,16 TO 18
ANG MO KIO,588B,ANG MO KIO ST 52,DBSS,2011,5 ROOM,28 TO 30
ANG MO KIO,588A,ANG MO KIO ST 52,DBSS,2011,5 ROOM,28 TO 30
ANG MO KIO,310B,ANG MO KIO AVE 1,Improved,2012,5 ROOM,16 TO 18
ANG MO KIO,256,ANG MO KIO AVE 4,Adjoined flat,1977,EXECUTIVE,10 TO 12
BEDOK,504,BEDOK NTH ST 3,Improved,1978,3 ROOM,04 TO 06
BEDOK,77,BEDOK NTH RD,Improved,1986,3 ROOM,01 TO 03
BEDOK,525,BEDOK NTH ST 3,New Generation,1979,3 ROOM,01 TO 03
BEDOK,548,BEDOK NTH AVE 1,New Generation,1980,3 ROOM,07 TO 09
BEDOK,537,BEDOK NTH ST 3,New Generation,1980,3 ROOM,01 TO 03
BEDOK,105,BEDOK RESERVOIR RD,New Generation,1985,3 ROOM,01 TO 03
BEDOK,121,BEDOK RESERVOIR RD,New Generation,1985,3 ROOM,04 TO 06
BEDOK,549,BEDOK NTH AVE 1,New Generation,1984,3 ROOM,07 TO 09
BEDOK,30,NEW UPP CHANGI RD,Improved,1977,3 ROOM,04 TO 06
BEDOK,71,BEDOK STH RD,New Generation,1978,3 ROOM,10 TO 12
BEDOK,69,BEDOK STH AVE 3,New Generation,1978,3 ROOM,01 TO 03
BEDOK,74,BEDOK NTH RD,Improved,1978,3 ROOM,04 TO 06
BEDOK,620,BEDOK RESERVOIR RD,Improved,1986,3 ROOM,10 TO 12
BEDOK,701,BEDOK RESERVOIR RD,New Generation,1980,3 ROOM,10 TO 12
BEDOK,4,BEDOK STH AVE 1,Improved,1976,3 ROOM,10 TO 12
BEDOK,59,CHAI CHEE RD,Model A,1984,3 ROOM,10 TO 12
BEDOK,614,BEDOK RESERVOIR RD,New Generation,1981,3 ROOM,07 TO 09
BEDOK,410,BEDOK NTH AVE 2,New Generation,1980,3 ROOM,07 TO 09
BEDOK,419,BEDOK NTH ST 1,New Generation,1979,3 ROOM,10 TO 12
BEDOK,2,BEDOK STH AVE 1,Improved,1976,3 ROOM,13 TO 15
BEDOK,35,BEDOK STH AVE 2,Improved,1977,4 ROOM,01 TO 03
BEDOK,51,NEW UPP CHANGI RD,Improved,1977,4 ROOM,04 TO 06
BEDOK,52,NEW UPP CHANGI RD,Improved,1977,4 ROOM,01 TO 03
BEDOK,53,NEW UPP CHANGI RD,Improved,1977,4 ROOM,01 TO 03
BEDOK,622,BEDOK RESERVOIR RD,New Generation,1981,4 ROOM,01 TO 03
BEDOK,121,BEDOK NTH RD,New Generation,1978,4 ROOM,01 TO 03
BEDOK,103,BEDOK NTH AVE 4,New Generation,1977,4 ROOM,07 TO 09
BEDOK,36,BEDOK STH AVE 2,Improved,1977,4 ROOM,13 TO 15
BEDOK,110,BEDOK RESERVOIR RD,New Generation,1985,4 ROOM,07 TO 09
BEDOK,170,BEDOK STH RD,Simplified,1986,4 ROOM,04 TO 06
BEDOK,79,BEDOK NTH RD,New Generation,1978,4 ROOM,10 TO 12
BEDOK,130,BEDOK NTH ST 2,New Generation,1978,4 ROOM,01 TO 03
BEDOK,513,BEDOK NTH AVE 2,New Generation,1979,4 ROOM,04 TO 06
BEDOK,116,BEDOK RESERVOIR RD,New Generation,1986,4 ROOM,13 TO 15
BEDOK,606,BEDOK RESERVOIR RD,New Generation,1982,4 ROOM,10 TO 12
BEDOK,522,BEDOK NTH AVE 1,New Generation,1979,4 ROOM,10 TO 12
BEDOK,545,BEDOK NTH ST 3,New Generation,1980,4 ROOM,04 TO 06
BEDOK,62,NEW UPP CHANGI RD,New Generation,1978,4 ROOM,07 TO 09
BEDOK,423,BEDOK NTH AVE 1,New Generation,1979,4 ROOM,07 TO 09
BEDOK,59,CHAI CHEE RD,Model A,1984,4 ROOM,10 TO 12
BEDOK,11,CHAI CHEE RD,Model A,2001,4 ROOM,01 TO 03
BEDOK,62,NEW UPP CHANGI RD,New Generation,1978,4 ROOM,16 TO 18
BEDOK,23,BEDOK STH AVE 1,New Generation,1977,4 ROOM,07 TO 09
BEDOK,92,BEDOK NTH AVE 4,New Generation,1979,4 ROOM,07 TO 09
BEDOK,26,CHAI CHEE RD,Model A,1993,4 ROOM,01 TO 03
BEDOK,772,BEDOK RESERVOIR VIEW,Premium Apartment,2000,4 ROOM,07 TO 09
BEDOK,11,CHAI CHEE RD,Model A,2001,4 ROOM,10 TO 12
BEDOK,772,BEDOK RESERVOIR VIEW,Premium Apartment,2000,4 ROOM,16 TO 18
BEDOK,774,BEDOK RESERVOIR VIEW,Premium Apartment,2000,4 ROOM,16 TO 18
BEDOK,183,BEDOK NTH RD,Model A,2005,4 ROOM,07 TO 09
BEDOK,97,BEDOK NTH AVE 4,Standard,1978,5 ROOM,07 TO 09
BEDOK,612,BEDOK RESERVOIR RD,Improved,1981,5 ROOM,10 TO 12
BEDOK,2,CHAI CHEE RD,Model A,1983,5 ROOM,10 TO 12
BEDOK,120,BEDOK NTH ST 2,Standard,1978,5 ROOM,07 TO 09
BEDOK,658,JLN TENAGA,Improved,1996,5 ROOM,04 TO 06
BEDOK,10,CHAI CHEE RD,Improved,2001,5 ROOM,01 TO 03
BEDOK,553,BEDOK NTH AVE 1,Improved,1980,5 ROOM,07 TO 09
BEDOK,31,BEDOK STH AVE 2,Standard,1978,5 ROOM,13 TO 15
BEDOK,653,JLN TENAGA,Improved,1996,5 ROOM,13 TO 15
BEDOK,55,NEW UPP CHANGI RD,Standard,1977,5 ROOM,22 TO 24
BEDOK,405,BEDOK NTH AVE 3,Improved,1980,5 ROOM,10 TO 12
BEDOK,656,JLN TENAGA,Improved,1996,5 ROOM,10 TO 12
BEDOK,649,JLN TENAGA,Improved,1993,5 ROOM,04 TO 06
BEDOK,11,CHAI CHEE RD,Improved,2001,5 ROOM,10 TO 12
BEDOK,97,BEDOK NTH AVE 4,Standard,1978,5 ROOM,22 TO 24
BEDOK,407,BEDOK NTH AVE 3,Improved,1980,5 ROOM,19 TO 21
BEDOK,413,BEDOK NTH AVE 2,Improved,1979,5 ROOM,16 TO 18
BEDOK,720,BEDOK RESERVOIR RD,Model A,1984,5 ROOM,01 TO 03
BEDOK,219C,BEDOK CTRL,Improved,2010,5 ROOM,04 TO 06
BEDOK,102,LENGKONG TIGA,Improved,1989,5 ROOM,10 TO 12
BEDOK,725,BEDOK RESERVOIR RD,Maisonette,1984,EXECUTIVE,16 TO 18
BEDOK,636,BEDOK RESERVOIR RD,Apartment,1993,EXECUTIVE,13 TO 15
BEDOK,33,BEDOK STH AVE 2,Adjoined flat,1978,EXECUTIVE,07 TO 09
BEDOK,106,LENGKONG TIGA,Maisonette,1989,EXECUTIVE,04 TO 06
BISHAN,116,BISHAN ST 12,Simplified,1985,3 ROOM,04 TO 06
BISHAN,136,BISHAN ST 12,Simplified,1987,4 ROOM,07 TO 09
BISHAN,146,BISHAN ST 11,Simplified,1987,4 ROOM,04 TO 06
BISHAN,106,BISHAN ST 12,Simplified,1985,4 ROOM,07 TO 09
BISHAN,196,BISHAN ST 13,Simplified,1987,4 ROOM,04 TO 06
BISHAN,455,SIN MING AVE,New Generation,1990,4 ROOM,01 TO 03
BISHAN,313,SHUNFU RD,New Generation,1985,4 ROOM,04 TO 06
BISHAN,123,BISHAN ST 12,Simplified,1986,4 ROOM,07 TO 09
BISHAN,287,BISHAN ST 24,Model A,1992,4 ROOM,01 TO 03
BISHAN,306,SHUNFU RD,New Generation,1985,4 ROOM,01 TO 03
BISHAN,262,BISHAN ST 22,Model A,1992,4 ROOM,04 TO 06
BISHAN,164,BISHAN ST 13,Model A,1988,4 ROOM,07 TO 09
BISHAN,196,BISHAN ST 13,Simplified,1987,4 ROOM,01 TO 03
BISHAN,191,BISHAN ST 13,Simplified,1987,4 ROOM,07 TO 09
BISHAN,236,BISHAN ST 22,Model A,1992,4 ROOM,04 TO 06
BISHAN,234,BISHAN ST 22,Model A,1992,4 ROOM,07 TO 09
BISHAN,110,BISHAN ST 12,Model A,1986,4 ROOM,04 TO 06
BISHAN,237,BISHAN ST 22,Model A,1992,4 ROOM,04 TO 06
BISHAN,273B,BISHAN ST 24,DBSS,2011,4 ROOM,07 TO 09
BISHAN,501,BISHAN ST 11,Model A,1989,4 ROOM,07 TO 09
BISHAN,290,BISHAN ST 24,Premium Apartment,1998,5 ROOM,13 TO 15
BISHAN,453,SIN MING AVE,Improved,1990,5 ROOM,13 TO 15
BISHAN,223,BISHAN ST 23,Apartment,1992,EXECUTIVE,07 TO 09
BISHAN,219,BISHAN ST 23,Maisonette,1992,EXECUTIVE,04 TO 06
BISHAN,137,BISHAN ST 12,Multi Generation,1987,MULTI-GENERATION,04 TO 06
BUKIT BATOK,528,BT BATOK ST 51,Improved,1987,3 ROOM,01 TO 03
BUKIT BATOK,413,BT BATOK WEST AVE 4,Simplified,1987,3 ROOM,01 TO 03
BUKIT BATOK,135,BT BATOK WEST AVE 6,New Generation,1984,3 ROOM,01 TO 03
BUKIT BATOK,305,BT BATOK ST 31,New Generation,1985,3 ROOM,01 TO 03
BUKIT BATOK,169,BT BATOK WEST AVE 8,Model A,1984,3 ROOM,01 TO 03
BUKIT BATOK,182,BT BATOK WEST AVE 8,New Generation,1984,3 ROOM,10 TO 12
BUKIT BATOK,184,BT BATOK WEST AVE 8,New Generation,1984,3 ROOM,04 TO 06
BUKIT BATOK,278,BT BATOK EAST AVE 3,Simplified,1987,3 ROOM,01 TO 03
BUKIT BATOK,215,BT BATOK ST 21,New Generation,1984,3 ROOM,01 TO 03
BUKIT BATOK,269,BT BATOK EAST AVE 4,Simplified,1986,3 ROOM,04 TO 06
BUKIT BATOK,167,BT BATOK WEST AVE 8,Model A,1984,3 ROOM,01 TO 03
BUKIT BATOK,215,BT BATOK ST 21,New Generation,1984,3 ROOM,04 TO 06
BUKIT BATOK,146,BT BATOK WEST AVE 6,New Generation,1984,3 ROOM,07 TO 09
BUKIT BATOK,135,BT BATOK WEST AVE 6,New Generation,1984,3 ROOM,07 TO 09
BUKIT BATOK,523,BT BATOK ST 52,Improved,1987,3 ROOM,07 TO 09
BUKIT BATOK,136,BT BATOK WEST AVE 6,New Generation,1984,3 ROOM,07 TO 09
BUKIT BATOK,249,BT BATOK EAST AVE 5,Model A,1985,3 ROOM,04 TO 06
BUKIT BATOK,259,BT BATOK EAST AVE 4,New Generation,1985,3 ROOM,10 TO 12
BUKIT BATOK,238,BT BATOK EAST AVE 5,New Generation,1986,3 ROOM,04 TO 06
BUKIT BATOK,318,BT BATOK ST 32,New Generation,1986,3 ROOM,10 TO 12
BUKIT BATOK,168,BT BATOK WEST AVE 8,Model A,1984,3 ROOM,04 TO 06
BUKIT BATOK,360,BT BATOK ST 31,New Generation,1987,3 ROOM,04 TO 06
BUKIT BATOK,313,BT BATOK ST 32,New Generation,1986,3 ROOM,07 TO 09
BUKIT BATOK,135,BT BATOK WEST AVE 6,New Generation,1984,3 ROOM,10 TO 12
BUKIT BATOK,313,BT BATOK ST 32,New Generation,1986,3 ROOM,10 TO 12
BUKIT BATOK,364,BT BATOK ST 31,New Generation,1987,3 ROOM,07 TO 09
BUKIT BATOK,349,BT BATOK ST 34,Simplified,1987,4 ROOM,10 TO 12
BUKIT BATOK,511,BT BATOK ST 52,Simplified,1986,4 ROOM,04 TO 06
BUKIT BATOK,329,BT BATOK ST 33,Simplified,1986,4 ROOM,07 TO 09
BUKIT BATOK,423,BT BATOK WEST AVE 2,New Generation,1988,4 ROOM,04 TO 06
BUKIT BATOK,325,BT BATOK ST 33,Model A,1986,4 ROOM,04 TO 06
BUKIT BATOK,230,BT BATOK EAST AVE 3,New Generation,1985,4 ROOM,07 TO 09
BUKIT BATOK,242,BT BATOK EAST AVE 5,New Generation,1985,4 ROOM,10 TO 12
BUKIT BATOK,289F,BT BATOK ST 25,Model A2,1998,4 ROOM,04 TO 06
BUKIT BATOK,241,BT BATOK EAST AVE 5,New Generation,1985,4 ROOM,07 TO 09
BUKIT BATOK,183,BT BATOK WEST AVE 8,New Generation,1984,4 ROOM,07 TO 09
BUKIT BATOK,176,BT BATOK WEST AVE 8,Model A,1984,4 ROOM,07 TO 09
BUKIT BATOK,345,BT BATOK ST 34,Model A,1987,4 ROOM,07 TO 09
BUKIT BATOK,102,BT BATOK WEST AVE 6,Model A,1985,4 ROOM,01 TO 03
BUKIT BATOK,161,BT BATOK ST 11,Model A,1984,4 ROOM,07 TO 09
BUKIT BATOK,384,BT BATOK WEST AVE 5,Model A,2005,4 ROOM,19 TO 21
BUKIT BATOK,291B,BT BATOK ST 24,Model A,1998,4 ROOM,13 TO 15
BUKIT BATOK,290F,BT BATOK ST 24,Model A,1997,4 ROOM,10 TO 12
BUKIT BATOK,350,BT BATOK ST 34,Model A,1987,4 ROOM,07 TO 09
BUKIT BATOK,193,BT BATOK WEST AVE 6,Model A,1997,4 ROOM,04 TO 06
BUKIT BATOK,290G,BT BATOK ST 24,Model A,1998,4 ROOM,16 TO 18
BUKIT BATOK,204,BT BATOK ST 21,Model A,1985,4 ROOM,07 TO 09
BUKIT BATOK,426,BT BATOK WEST AVE 2,Improved,1987,5 ROOM,07 TO 09
BUKIT BATOK,289B,BT BATOK ST 25,Improved,1997,5 ROOM,04 TO 06
BUKIT BATOK,389,BT BATOK WEST AVE 5,Improved,2005,5 ROOM,13 TO 15
BUKIT BATOK,392,BT BATOK WEST AVE 5,Improved,2004,5 ROOM,07 TO 09
BUKIT BATOK,192,BT BATOK WEST AVE 6,Improved,1997,5 ROOM,07 TO 09
BUKIT BATOK,188,BT BATOK WEST AVE 6,Improved,1997,5 ROOM,07 TO 09
BUKIT BATOK,289A,BT BATOK ST 25,Improved,1997,5 ROOM,10 TO 12
BUKIT MERAH,24,BEO CRES,Standard,1971,2 ROOM,01 TO 03
BUKIT MERAH,76,TELOK BLANGAH DR,Improved,1978,2 ROOM,13 TO 15
BUKIT MERAH,47,MOH GUAN TER,Standard,1973,2 ROOM,01 TO 03
BUKIT MERAH,127A,KIM TIAN RD,Model A,2013,2 ROOM,22 TO 24
BUKIT MERAH,28,JLN KLINIK,Standard,1969,3 ROOM,01 TO 03
BUKIT MERAH,18,TELOK BLANGAH CRES,Improved,1975,3 ROOM,01 TO 03
BUKIT MERAH,136,JLN BT MERAH,Improved,1975,3 ROOM,10 TO 12
BUKIT MERAH,1,TELOK BLANGAH CRES,Improved,1983,3 ROOM,04 TO 06
BUKIT MERAH,86,REDHILL CL,Improved,1973,3 ROOM,07 TO 09
BUKIT MERAH,107,JLN BT MERAH,Standard,1970,3 ROOM,10 TO 12
BUKIT MERAH,36,BEO CRES,Standard,1971,3 ROOM,04 TO 06
BUKIT MERAH,108,JLN BT MERAH,Model A,1984,3 ROOM,01 TO 03
BUKIT MERAH,104,BT PURMEI RD,Model A,1984,3 ROOM,10 TO 12
BUKIT MERAH,5,TELOK BLANGAH CRES,Improved,1983,3 ROOM,10 TO 12
BUKIT MERAH,141,JLN BT MERAH,New Generation,1979,3 ROOM,04 TO 06
BUKIT MERAH,36,BEO CRES,Standard,1971,3 ROOM,07 TO 09
BUKIT MERAH,55,TELOK BLANGAH DR,New Generation,1978,3 ROOM,01 TO 03
BUKIT MERAH,5,EVERTON PK,New Generation,1980,3 ROOM,10 TO 12
BUKIT MERAH,127C,KIM TIAN RD,Model A,2013,3 ROOM,34 TO 36
BUKIT MERAH,80C,TELOK BLANGAH ST 31,Premium Apartment,2013,3 ROOM,25 TO 27
BUKIT MERAH,80C,TELOK BLANGAH ST 31,Premium Apartment,2013,3 ROOM,28 TO 30
BUKIT MERAH,20,TIONG BAHRU RD,Standard,1973,3 ROOM,01 TO 03
BUKIT MERAH,55,HAVELOCK RD,Model A,2013,3 ROOM,19 TO 21
BUKIT MERAH,19,LIM LIAK ST,Standard,1973,3 ROOM,01 TO 03
BUKIT MERAH,43,MOH GUAN TER,Standard,1973,3 ROOM,04 TO 06
BUKIT MERAH,57,TELOK BLANGAH HTS,New Generation,1976,4 ROOM,04 TO 06
BUKIT MERAH,68,TELOK BLANGAH HTS,New Generation,1978,4 ROOM,04 TO 06
BUKIT MERAH,112,BT PURMEI RD,Model A,1985,4 ROOM,10 TO 12
BUKIT MERAH,39,JLN RUMAH TINGGI,Model A,1997,4 ROOM,10 TO 12
BUKIT MERAH,4,DELTA AVE,New Generation,1985,4 ROOM,04 TO 06
BUKIT MERAH,86,TELOK BLANGAH HTS,Model A,2003,4 ROOM,25 TO 27
BUKIT MERAH,8,CANTONMENT CL,Model A,2002,4 ROOM,07 TO 09
BUKIT MERAH,2A,BOON TIONG RD,Model A,2001,4 ROOM,04 TO 06
BUKIT MERAH,118A,JLN MEMBINA,Model A,2003,4 ROOM,25 TO 27
BUKIT MERAH,127C,KIM TIAN RD,Model A,2013,4 ROOM,07 TO 09
BUKIT MERAH,80C,TELOK BLANGAH ST 31,Premium Apartment,2013,4 ROOM,13 TO 15
BUKIT MERAH,127C,KIM TIAN RD,Model A,2013,4 ROOM,40 TO 42
BUKIT MERAH,26D,JLN MEMBINA,Model A,2009,4 ROOM,28 TO 30
BUKIT MERAH,52,HAVELOCK RD,Model A,2013,4 ROOM,16 TO 18
BUKIT MERAH,55,HAVELOCK RD,Model A,2013,4 ROOM,10 TO 12
BUKIT MERAH,58,HAVELOCK RD,Model A,2013,4 ROOM,19 TO 21
BUKIT MERAH,126A,KIM TIAN RD,Model A,2013,4 ROOM,34 TO 36
BUKIT MERAH,112A,DEPOT RD,Improved,2006,5 ROOM,01 TO 03
BUKIT MERAH,117,BT MERAH CTRL,Improved,1977,5 ROOM,04 TO 06
BUKIT MERAH,39,TELOK BLANGAH RISE,Standard,1976,5 ROOM,10 TO 12
BUKIT MERAH,1,DELTA AVE,Improved,1983,5 ROOM,01 TO 03
BUKIT MERAH,86,TELOK BLANGAH HTS,Improved,2003,5 ROOM,04 TO 06
BUKIT MERAH,77A,REDHILL RD,Improved,2005,5 ROOM,16 TO 18
BUKIT MERAH,8,JLN RUMAH TINGGI,Model A,1984,5 ROOM,07 TO 09
BUKIT MERAH,3,EVERTON PK,Improved,1980,5 ROOM,10 TO 12
BUKIT MERAH,17,TELOK BLANGAH CRES,Improved,2002,5 ROOM,25 TO 27
BUKIT MERAH,123,KIM TIAN RD,Improved,1995,5 ROOM,04 TO 06
BUKIT MERAH,12,CANTONMENT CL,Improved,2003,5 ROOM,13 TO 15
BUKIT MERAH,12,CANTONMENT CL,Improved,2003,5 ROOM,19 TO 21
BUKIT MERAH,81,REDHILL LANE,Improved,1996,5 ROOM,04 TO 06
BUKIT MERAH,8A,BOON TIONG RD,Improved,2005,5 ROOM,10 TO 12
BUKIT PANJANG,113,PENDING RD,Model A,1988,3 ROOM,04 TO 06
BUKIT PANJANG,109,GANGSA RD,Simplified,1988,3 ROOM,01 TO 03
BUKIT PANJANG,115,PENDING RD,Model A,1988,3 ROOM,10 TO 12
BUKIT PANJANG,633D,SENJA RD,Model A,2013,3 ROOM,16 TO 18
BUKIT PANJANG,236,BT PANJANG RING RD,Simplified,1988,4 ROOM,10 TO 12
BUKIT PANJANG,470,SEGAR RD,Premium Apartment,2002,4 ROOM,04 TO 06
BUKIT PANJANG,249,BANGKIT RD,Model A,1989,4 ROOM,01 TO 03
BUKIT PANJANG,403,FAJAR RD,Simplified,1988,4 ROOM,10 TO 12
BUKIT PANJANG,207,PETIR RD,Simplified,1988,4 ROOM,07 TO 09
BUKIT PANJANG,145,PETIR RD,Model A,1988,4 ROOM,01 TO 03
BUKIT PANJANG,436,FAJAR RD,Model A,1989,4 ROOM,07 TO 09
BUKIT PANJANG,431,BT PANJANG RING RD,Model A,1988,4 ROOM,07 TO 09
BUKIT PANJANG,510,JELAPANG RD,Model A2,1998,4 ROOM,07 TO 09
BUKIT PANJANG,125,PENDING RD,Model A,1987,4 ROOM,10 TO 12
BUKIT PANJANG,102,GANGSA RD,Model A,1988,4 ROOM,04 TO 06
BUKIT PANJANG,619,BT PANJANG RING RD,Model A,2001,4 ROOM,13 TO 15
BUKIT PANJANG,505,JELAPANG RD,Model A,1998,4 ROOM,07 TO 09
BUKIT PANJANG,629,SENJA RD,Premium Apartment,2004,4 ROOM,25 TO 27
BUKIT PANJANG,633A,SENJA RD,Model A,2013,4 ROOM,10 TO 12
BUKIT PANJANG,176,LOMPANG RD,Model A,1997,4 ROOM,07 TO 09
BUKIT PANJANG,182,JELEBU RD,Premium Apartment,2003,4 ROOM,19 TO 21
BUKIT PANJANG,185,JELEBU RD,Premium Apartment,2003,4 ROOM,22 TO 24
BUKIT PANJANG,469,SEGAR RD,Premium Apartment,2002,5 ROOM,01 TO 03
BUKIT PANJANG,467,SEGAR RD,Premium Apartment,2002,5 ROOM,07 TO 09
BUKIT PANJANG,654,SENJA RD,Premium Apartment,2001,5 ROOM,13 TO 15
BUKIT PANJANG,120,PENDING RD,Improved,1988,5 ROOM,01 TO 03
BUKIT PANJANG,419,FAJAR RD,Improved,1989,5 ROOM,04 TO 06
BUKIT PANJANG,629,SENJA RD,Premium Apartment,2004,5 ROOM,10 TO 12
BUKIT PANJANG,625,SENJA RD,Premium Apartment,2004,5 ROOM,07 TO 09
BUKIT PANJANG,609,BT PANJANG RING RD,Improved,2001,5 ROOM,13 TO 15
BUKIT PANJANG,627,SENJA RD,Premium Apartment,2004,5 ROOM,19 TO 21
BUKIT PANJANG,533,BT PANJANG RING RD,Improved,1999,5 ROOM,13 TO 15
BUKIT PANJANG,541,BT PANJANG RING RD,Improved,1999,5 ROOM,10 TO 12
BUKIT PANJANG,627,SENJA RD,Premium Apartment,2004,5 ROOM,16 TO 18
BUKIT PANJANG,627,SENJA RD,Premium Apartment,2004,5 ROOM,28 TO 30
BUKIT PANJANG,605,SENJA RD,Improved,1999,5 ROOM,04 TO 06
BUKIT PANJANG,163,GANGSA RD,Improved,1998,5 ROOM,10 TO 12
BUKIT PANJANG,603,SENJA RD,Improved,1999,5 ROOM,25 TO 27
BUKIT PANJANG,165,GANGSA RD,Improved,1998,5 ROOM,22 TO 24
BUKIT PANJANG,604,SENJA RD,Improved,1999,5 ROOM,19 TO 21
BUKIT PANJANG,478,SEGAR RD,Premium Apartment,2003,EXECUTIVE,04 TO 06
BUKIT PANJANG,482,SEGAR RD,Premium Apartment,2002,EXECUTIVE,04 TO 06
BUKIT PANJANG,273,BANGKIT RD,Apartment,1988,EXECUTIVE,04 TO 06
